raw,pctl
169.98,0.487232
169.97,0.4874857
169.96,0.4882466
169.95,0.4885002
169.93,0.4887538
169.8,0.4890075
169.79,0.490022
169.78,0.4920511
169.77,0.4935729
169.76,0.4950947
169.75,0.4953483
169.74,0.4958556
169.72,0.4961092
169.6,0.4963629
169.59,0.4976311
169.58,0.4988992
169.57,0.5001674
169.56,0.5019428
169.52,0.5021965
169.47,0.5024501
169.4,0.5027037
169.39,0.5054937
169.38,0.5072692
169.37,0.5080301
169.34,0.5108201
169.2,0.511581
169.19,0.5143709
169.18,0.5166536
169.17,0.5171609
169.12,0.5189364
169,0.51919
168.99,0.5204582
168.98,0.5222336
168.97,0.5232481
168.96,0.5250236
168.94,0.5257845
168.8,0.5260381
168.79,0.5278136
168.78,0.5288281
168.77,0.5303499
168.76,0.5313645
168.6,0.5321254
168.59,0.5344081
168.58,0.5374517
168.57,0.5384662
168.55,0.5397344
168.54,0.539988
168.4,0.5402417
168.39,0.542778
168.38,0.5442998
168.37,0.5450607
168.23,0.5463289
168.2,0.5465825
168.19,0.548358
168.18,0.5506407
168.17,0.5516552
168.16,0.553177
168.15,0.5536843
168.13,0.5539379
168.12,0.5541916
168,0.5544452
167.99,0.5557134
167.98,0.558757
167.97,0.5600252
167.96,0.5618006
167.94,0.5620542
167.8,0.5623079
167.79,0.5661124
167.78,0.5678878
167.77,0.5681415
167.75,0.5704242
167.67,0.5706778
167.6,0.5709314
167.59,0.5734678
167.58,0.5742287
167.57,0.5754969
167.56,0.5772723
167.54,0.5775259
167.49,0.5780332
167.4,0.5782869
167.39,0.5803159
167.38,0.5820914
167.37,0.5825986
167.36,0.5843741
167.34,0.5848813
167.2,0.5856423
167.19,0.5871641
167.18,0.5884322
167.17,0.5897004
167.16,0.592744
167,0.5932513
166.99,0.5968022
166.98,0.5995922
166.97,0.6008603
166.96,0.603143
166.95,0.6036503
166.91,0.6039039
166.8,0.6041576
166.79,0.608723
166.78,0.611513
166.77,0.6137957
166.76,0.6148102
166.74,0.6153175
166.66,0.6155711
166.6,0.6158248
166.59,0.6168393
166.58,0.6181075
166.57,0.6188684
166.56,0.6201366
166.54,0.6208975
166.5,0.6214047
166.49,0.6216584
166.4,0.621912
166.39,0.6249556
166.38,0.6264774
166.37,0.6269847
166.34,0.6300283
166.32,0.6302819
166.23,0.6305356
166.2,0.6307892
166.19,0.6345937
166.18,0.637891
166.17,0.6391592
166.16,0.640681
166.15,0.6409346
166.14,0.6411882
166.12,0.6414419
166.03,0.6416955
166,0.6419491
165.99,0.6455
165.98,0.6480364
165.97,0.64829
165.96,0.6500654
165.94,0.6503191
165.8,0.6508263
165.79,0.6553918
165.78,0.6571672
